date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
0.89381,4,0.297872,0.038669,0.549241,0.002636,0.515536,0.425877,0
0.89381,4,0.319149,0.061607,0.619905,0.004209,0.578198,0.354386,0
0.89381,4,0.340426,0.073706,0.678965,0.005006,0.636976,0.392544,1
0.89381,4,0.361702,0.074967,0.682832,0.005073,0.672191,0.347807,1
0.89381,4,0.382979,0.084004,0.683874,0.005735,0.687985,0.345614,1
0.89381,4,0.404255,0.075087,0.671973,0.005127,0.691611,0.32807,1
0.89381,4,0.425532,0.074577,0.653526,0.005098,0.689021,0.330702,1
0.89381,4,0.446809,0.074667,0.624665,0.005089,0.694977,0.331579,1
0.89381,4,0.468085,0.074276,0.606962,0.005054,0.687985,0.347368,1
0.89381,4,0.489362,0.072955,0.58911,0.004971,0.685396,0.336842,1
0.89381,4,0.510638,0.068872,0.571259,0.004734,0.66261,0.338158,1
0.89381,4,0.531915,0.068962,0.557423,0.004736,0.661574,0.284649,1
0.89381,4,0.553191,0.069443,0.545076,0.004796,0.676334,0.276316,1
0.89381,4,0.574468,0.06587,0.538976,0.004541,0.671155,0.297807,1
0.89381,4,0.595745,0.046595,0.523654,0.003384,0.650958,0.282018,0
0.89381,4,0.617021,0.03891,0.510265,0.002684,0.637235,0.288158,0
0.89381,4,0.638298,0.043203,0.512199,0.002948,0.63361,0.303509,0
0.89381,4,0.659574,0.041131,0.515918,0.002775,0.618591,0.321053,0
0.89381,4,0.680851,0.035037,0.539125,0.002403,0.607198,0.330702,0
0.89381,4,0.702128,0.054672,0.593722,0.003795,0.645003,0.340351,0
0.89381,4,0.723404,0.090339,0.692205,0.006134,0.717245,0.337719,1
0.89381,4,0.744681,0.102438,0.777745,0.007042,0.769291,0.314035,1
0.89381,4,0.765957,0.116128,0.79158,0.008018,0.742103,0.345175,1
0.89381,4,0.787234,0.07854,0.768819,0.005351,0.699379,0.364912,1
0.89381,4,0.808511,0.073706,0.740851,0.004994,0.654583,0.430263,1
0.89381,4,0.829787,0.070914,0.7108,0.004821,0.626359,0.412281,1
0.89381,4,0.851064,0.070373,0.693841,0.004782,0.603314,0.415789,1
0.89381,4,0.87234,0.061427,0.671526,0.004157,0.574314,0.426316,1
0.89381,4,0.893617,0.051399,0.624963,0.003413,0.539876,0.450439,0
0.89381,4,0.914894,0.03906,0.576912,0.00264,0.509063,0.472368,0
0.89381,4,0.93617,0.046565,0.598631,0.00316,0.473071,0.528509,0
0.89381,4,0.957447,0.035757,0.58792,0.002424,0.447437,0.480702,0
0.89381,4,0.978723,0.055302,0.578102,0.003762,0.51217,0.489035,0
0.89381,4,1.0,0.053921,0.564713,0.003652,0.506473,0.487719,0
0.893854,5,0.0,0.053741,0.558762,0.003606,0.487312,0.532895,0
0.893854,5,0.021277,0.053981,0.540613,0.003581,0.46841,0.538158,0
0.893854,5,0.042553,0.061847,0.511009,0.004304,0.531849,0.475,1
0.893854,5,0.06383,0.054461,0.461916,0.003631,0.510357,0.49693,0
0.893854,5,0.085106,0.048787,0.398393,0.003282,0.477473,0.55614,0
0.893854,5,0.106383,0.045845,0.34216,0.002987,0.454946,0.632895,0
0.893854,5,0.12766,0.043653,0.307944,0.00284,0.412998,0.673684,0
0.893854,5,0.148936,0.03933,0.276406,0.002538,0.39332,0.685526,0
0.893854,5,0.170213,0.042602,0.25781,0.002754,0.365355,0.708772,0
0.893854,5,0.191489,0.043353,0.255727,0.002709,0.345158,0.730263,0
0.893854,5,0.212766,0.044104,0.288753,0.002846,0.357069,0.723684,0
0.893854,5,0.234043,0.035037,0.330408,0.002283,0.381926,0.667982,0
0.893854,5,0.255319,0.051459,0.421303,0.003394,0.444588,0.558333,0
0.893854,5,0.276596,0.069022,0.511901,0.004805,0.51217,0.485965,1
0.893854,5,0.297872,0.045905,0.549985,0.003103,0.542724,0.429386,0
0.893854,5,0.319149,0.069503,0.629128,0.004801,0.62377,0.388158,1
0.893854,5,0.340426,0.082953,0.680452,0.005598,0.687468,0.357456,1
0.893854,5,0.361702,0.104569,0.686998,0.007081,0.73537,0.334649,1
0.893854,5,0.382979,0.135613,0.69756,0.009298,0.757639,0.289474,1
0.893854,5,0.404255,0.091029,0.694585,0.006196,0.761523,0.385526,1
0.893854,5,0.425532,0.083794,0.678518,0.005916,0.758674,0.37193,1
0.893854,5,0.446809,0.081632,0.658881,0.005496,0.765924,0.377632,1
0.893854,5,0.468085,0.082142,0.645344,0.005534,0.76696,0.427193,1
0.893854,5,0.489362,0.078179,0.632401,0.005233,0.765665,0.415351,1
0.893854,5,0.510638,0.076318,0.617525,0.005108,0.749871,0.445614,1
0.893854,5,0.531915,0.075357,0.611871,0.005044,0.756085,0.410088,1
0.893854,5,0.553191,0.077729,0.605326,0.005241,0.795961,0.364474,1
0.893854,5,0.574468,0.07896,0.599078,0.005295,0.8058,0.374561,1
0.893854,5,0.595745,0.077369,0.592086,0.005247,0.796479,0.375,1
0.893854,5,0.617021,0.075838,0.577953,0.005118,0.786121,0.395614,1
0.893854,5,0.638298,0.078119,0.589557,0.005249,0.780943,0.425439,1
0.893854,5,0.659574,0.077129,0.605028,0.005183,0.765407,0.465789,1
0.893854,5,0.680851,0.075297,0.634335,0.005062,0.736665,0.47193,1
0.893854,5,0.702128,0.078209,0.698007,0.005245,0.739254,0.553947,1
0.893854,5,0.723404,0.115258,0.798274,0.007725,0.783532,0.507895,1
0.893854,5,0.744681,0.150805,0.896162,0.010197,0.851631,0.441667,1
0.893854,5,0.765957,0.150805,0.914906,0.010235,0.838685,0.480263,1
0.893854,5,0.787234,0.150805,0.900922,0.010189,0.802175,0.516228,1
0.893854,5,0.808511,0.135163,0.866706,0.009005,0.754272,0.592105,1
0.893854,5,0.829787,0.123544,0.836358,0.008126,0.709736,0.593421,1
0.893854,5,0.851064,0.136123,0.821035,0.008961,0.684102,0.572368,1
0.893854,5,0.87234,0.097994,0.797382,0.006412,0.662869,0.596491,1
0.893854,5,0.893617,0.080461,0.747843,0.005247,0.611082,0.584649,1
0.893854,5,0.914894,0.063108,0.689824,0.004155,0.578975,0.538596,0
0.893854,5,0.93617,0.076438,0.69756,0.004767,0.538581,0.649123,0
0.893854,5,0.957447,0.048067,0.681345,0.003087,0.508545,0.575877,0
0.893854,5,0.978723,0.127717,0.655757,0.008531,0.576385,0.589035,1
0.893854,5,1.0,0.073556,0.641476,0.004863,0.553081,0.625439,0
0.893899,6,0.0,0.0786,0.625855,0.004906,0.544795,0.695614,0
0.893899,6,0.021277,0.083704,0.603838,0.004287,0.514241,0.695614,1
0.893899,6,0.042553,0.11907,0.569325,0.007759,0.576644,0.597807,1
0.893899,6,0.06383,0.084574,0.513686,0.005478,0.562662,0.609649,1
0.893899,6,0.085106,0.05311,0.458643,0.003513,0.516313,0.64693,0
0.893899,6,0.106383,0.059355,0.400327,0.003799,0.493527,0.700877,0
0.893899,6,0.12766,0.045785,0.353169,0.002898,0.459865,0.732895,0
0.893899,6,0.148936,0.038429,0.312853,0.002424,0.443035,0.704825,0
0.893899,6,0.170213,0.043203,0.290539,0.00269,0.415588,0.749123,0
0.893899,6,0.191489,0.040651,0.287414,0.002399,0.404972,0.772368,0
0.893899,6,0.212766,0.03981,0.316126,0.002545,0.406266,0.772368,0
0.893899,6,0.234043,0.042272,0.367748,0.002723,0.425945,0.739474,0
0.893899,6,0.255319,0.054672,0.460726,0.003529,0.489125,0.72193,0
0.893899,6,0.276596,0.087336,0.555489,0.005688,0.556189,0.695175,1
0.893899,6,0.297872,0.050228,0.600565,0.003307,0.578975,0.609649,0
0.893899,6,0.319149,0.069863,0.699197,0.004607,0.654583,0.569737,0
0.893899,6,0.340426,0.093371,0.758554,0.006167,0.719316,0.571491,1
0.893899,6,0.361702,0.150805,0.814936,0.009969,0.755567,0.498246,1
0.893899,6,0.382979,0.15777,0.856888,0.010546,0.774728,0.511404,1
0.893899,6,0.404255,0.159061,0.846921,0.010613,0.772657,0.516667,1
0.893899,6,0.425532,0.14438,0.829664,0.009589,0.755826,0.545614,1
0.893899,6,0.446809,0.115768,0.809878,0.007624,0.747799,0.536404,1
0.893899,6,0.468085,0.150805,0.800803,0.009975,0.736665,0.570614,1
0.893899,6,0.489362,0.180347,0.793365,0.01178,0.729933,0.610965,1
0.893899,6,0.510638,0.183079,0.780422,0.011784,0.709477,0.691667,1
0.893899,6,0.531915,0.150805,0.760637,0.00968,0.714915,0.649123,1
0.893899,6,0.553191,0.150805,0.735347,0.009724,0.731227,0.620614,1
0.893899,6,0.574468,0.1445,0.713181,0.009304,0.734335,0.632456,1
0.893899,6,0.595745,0.102468,0.685957,0.006577,0.702227,0.630702,1
0.893899,6,0.617021,0.088447,0.655906,0.005721,0.694459,0.594737,0
0.893899,6,0.638298,0.082443,0.6446,0.005332,0.674003,0.60307,0
0.893899,6,0.659574,0.076858,0.645641,0.004958,0.666494,0.633772,0
0.893899,6,0.680851,0.072805,0.676436,0.004751,0.644226,0.636842,0
0.893899,6,0.702128,0.088777,0.732223,0.005812,0.665458,0.595614,0
0.893899,6,0.723404,0.085955,0.8072,0.005648,0.704298,0.553947,0
0.893899,6,0.744681,0.095052,0.870425,0.006327,0.765148,0.492982,0
0.893899,6,0.765957,0.09214,0.867301,0.006192,0.758933,0.436842,0
0.893899,6,0.787234,0.086406,0.843945,0.005823,0.725531,0.464035,0
0.893899,6,0.808511,0.074997,0.805415,0.005029,0.679441,0.467982,0
0.893899,6,0.829787,0.075147,0.773728,0.004992,0.644226,0.515351,0
0.893899,6,0.851064,0.074457,0.749331,0.004929,0.619627,0.541228,0
0.893899,6,0.87234,0.064219,0.721363,0.004248,0.595805,0.56886,0
0.893899,6,0.893617,0.053381,0.677477,0.003533,0.562921,0.568421,0
0.893899,6,0.914894,0.042752,0.631657,0.002871,0.524858,0.614912,0
0.893899,6,0.93617,0.050018,0.6626,0.003317,0.502848,0.677193,0
0.893899,6,0.957447,0.050859,0.662452,0.003351,0.489643,0.629825,0
0.893899,6,0.978723,0.061427,0.642666,0.004028,0.551528,0.589035,0
0.893899,6,1.0,0.06563,0.625409,0.004314,0.539099,0.627632,0
0.893943,7,0.0,0.073856,0.595061,0.00478,0.523045,0.664035,0
0.893943,7,0.021277,0.068932,0.585391,0.003635,0.5,0.660965,0
0.893943,7,0.042553,0.068902,0.541803,0.004236,0.544795,0.578509,0
0.893943,7,0.06383,0.067071,0.489884,0.003752,0.522786,0.615789,0
0.893943,7,0.085106,0.054612,0.429337,0.003396,0.48291,0.615789,0
0.893943,7,0.106383,0.05212,0.371467,0.00329,0.445883,0.725439,0
0.893943,7,0.12766,0.048697,0.31925,0.003018,0.423615,0.772368,0
0.893943,7,0.148936,0.044974,0.276555,0.002005,0.396168,0.772368,0
0.893943,7,0.170213,0.031044,0.252603,0.001614,0.365614,0.772368,0
0.893943,7,0.191489,0.029873,0.240256,0.001504,0.337131,0.794298,0
0.893943,7,0.212766,0.036418,0.244421,0.00157,0.314604,0.794298,0
0.893943,7,0.234043,0.032725,0.260488,0.001668,0.314863,0.794298,0
0.893943,7,0.255319,0.044824,0.296489,0.001629,0.319782,0.794298,0
0.893943,7,0.276596,0.042422,0.340226,0.001872,0.337649,0.794298,0
0.893943,7,0.297872,0.044434,0.400625,0.001764,0.324443,0.816228,0
0.893943,7,0.319149,0.053621,0.492711,0.002113,0.360435,0.836404,0
0.893943,7,0.340426,0.067221,0.586284,0.003876,0.417918,0.88114,0
0.893943,7,0.361702,0.083674,0.654716,0.005316,0.465562,0.865789,0
0.893943,7,0.382979,0.086766,0.69399,0.005511,0.506732,0.828509,1
0.893943,7,0.404255,0.086436,0.687593,0.005509,0.524858,0.807456,1
0.893943,7,0.425532,0.085565,0.663195,0.005449,0.517349,0.807456,1
0.893943,7,0.446809,0.075718,0.621244,0.004798,0.519161,0.832456,0
0.893943,7,0.468085,0.06566,0.576465,0.004144,0.502848,0.804825,0
0.893943,7,0.489362,0.056323,0.542844,0.003523,0.499482,0.789474,0
0.893943,7,0.510638,0.05272,0.508033,0.003029,0.469964,0.816228,0
0.893943,7,0.531915,0.05239,0.48319,0.002975,0.462455,0.816228,0
0.893943,7,0.553191,0.05239,0.452246,0.003058,0.464267,0.814474,0
0.893943,7,0.574468,0.049688,0.427551,0.00295,0.46349,0.816228,0
0.893943,7,0.595745,0.041462,0.41089,0.002497,0.447954,0.815789,0
0.893943,7,0.617021,0.037709,0.398542,0.002052,0.428793,0.815351,0
0.893943,7,0.638298,0.042452,0.396608,0.002703,0.42465,0.802193,0
0.893943,7,0.659574,0.036117,0.408063,0.002092,0.431901,0.816228,0
0.893943,7,0.680851,0.037378,0.44332,0.001874,0.433454,0.816228,0
0.893943,7,0.702128,0.046415,0.521422,0.002983,0.461678,0.753509,0
0.893943,7,0.723404,0.057404,0.62526,0.003685,0.51942,0.827632,0
0.893943,7,0.744681,0.087156,0.735495,0.005636,0.595287,0.691228,1
0.893943,7,0.765957,0.097904,0.759744,0.006423,0.607198,0.629386,1
0.893943,7,0.787234,0.09259,0.740256,0.006084,0.578975,0.676754,1
0.893943,7,0.808511,0.079621,0.702321,0.00517,0.544278,0.769737,1
0.893943,7,0.829787,0.086826,0.666171,0.003635,0.50492,0.698246,1
0.893943,7,0.851064,0.088597,0.641178,0.003635,0.483169,0.691228,1
0.893943,7,0.87234,0.090639,0.622583,0.00483,0.462973,0.691228,1
0.893943,7,0.893617,0.088597,0.588367,0.003635,0.439151,0.691228,1
0.893943,7,0.914894,0.071484,0.542101,0.003635,0.418954,0.712719,1
0.893943,7,0.93617,0.056053,0.545968,0.003635,0.410927,0.700877,0
0.893943,7,0.957447,0.060466,0.555638,0.003635,0.400311,0.699561,0
0.893943,7,0.978723,0.068542,0.549539,0.003716,0.465821,0.661842,1
0.893943,7,1.0,0.054311,0.514133,0.00274,0.467633,0.634211,0
0.893987,1,0.0,0.05257,0.464445,0.003157,0.457017,0.681579,0
0.893987,1,0.021277,0.048577,0.423683,0.002867,0.438892,0.662719,0
0.893987,1,0.042553,0.048277,0.384261,0.003141,0.490161,0.617105,0
0.893987,1,0.06383,0.047976,0.33978,0.002925,0.481357,0.662719,0
0.893987,1,0.085106,0.051759,0.304225,0.003157,0.438115,0.684649,0
0.893987,1,0.106383,0.045485,0.257959,0.002343,0.399534,0.750439,0
0.893987,1,0.12766,0.043323,0.231776,0.001957,0.376748,0.750439,0
0.893987,1,0.148936,0.033355,0.207528,0.001762,0.349042,0.737719,0
0.893987,1,0.170213,0.043203,0.187147,0.002056,0.285603,0.758333,0
0.893987,1,0.191489,0.02684,0.186403,0.001712,0.295184,0.775439,0
0.893987,1,0.212766,0.031734,0.1928,0.001757,0.287675,0.831579,0
0.893987,1,0.234043,0.042752,0.209313,0.001583,0.271362,0.835088,0
0.893987,1,0.255319,0.024409,0.227611,0.001454,0.250647,0.853509,0
0.893987,1,0.276596,0.029602,0.259,0.001475,0.247022,0.853509,0
0.893987,1,0.297872,0.043413,0.293811,0.00146,0.227602,0.838158,0
0.893987,1,0.319149,0.05239,0.36864,0.001454,0.234076,0.853509,0
0.893987,1,0.340426,0.054371,0.4518,0.001944,0.265924,0.853509,0
0.893987,1,0.361702,0.059715,0.522017,0.002017,0.300363,0.838158,1
0.893987,1,0.382979,0.065059,0.582862,0.003864,0.330399,0.865351,1
0.893987,1,0.404255,0.063018,0.587028,0.003105,0.343086,0.838158,1
0.893987,1,0.425532,0.059715,0.576019,0.003741,0.356551,0.833333,1
0.893987,1,0.446809,0.058665,0.549836,0.002327,0.357328,0.838158,1
0.893987,1,0.468085,0.056083,0.511901,0.00257,0.355256,0.838158,1
0.893987,1,0.489362,0.05245,0.483785,0.002329,0.342569,0.838158,0
0.893987,1,0.510638,0.047166,0.456561,0.002337,0.337649,0.838158,0
0.893987,1,0.531915,0.049568,0.429932,0.002027,0.328068,0.838158,0
0.893987,1,0.553191,0.047646,0.407914,0.00231,0.346194,0.838158,0
0.893987,1,0.574468,0.043893,0.386195,0.002025,0.333247,0.838158,0
0.893987,1,0.595745,0.041702,0.36626,0.002113,0.333506,0.838158,0
0.893987,1,0.617021,0.036057,0.355846,0.001762,0.326515,0.837281,0
0.893987,1,0.638298,0.035517,0.357632,0.001776,0.331176,0.838158,0
0.893987,1,0.659574,0.035637,0.367301,0.002054,0.336613,0.838158,0
0.893987,1,0.680851,0.031794,0.40003,0.001878,0.339979,0.838158,0
0.893987,1,0.702128,0.037649,0.472776,0.002381,0.389436,0.833333,0
0.893987,1,0.723404,0.064639,0.582416,0.003843,0.467892,0.785526,1
0.893987,1,0.744681,0.089948,0.69399,0.005837,0.554117,0.665351,1
0.893987,1,0.765957,0.092951,0.728057,0.006111,0.574314,0.633333,1
0.893987,1,0.787234,0.090369,0.723594,0.00592,0.561885,0.661404,1
0.893987,1,0.808511,0.086586,0.70604,0.005625,0.532108,0.731579,1
0.893987,1,0.829787,0.07929,0.685213,0.005141,0.518902,0.761842,1
0.893987,1,0.851064,0.085655,0.663493,0.005372,0.501295,0.778947,1
0.893987,1,0.87234,0.082202,0.64698,0.00447,0.482134,0.778947,1
0.893987,1,0.893617,0.0789,0.60845,0.004144,0.458571,0.791228,1
0.893987,1,0.914894,0.063438,0.557721,0.00313,0.429829,0.765789,1
0.893987,1,0.93617,0.076198,0.567986,0.003756,0.399793,0.817544,1
0.893987,1,0.957447,0.071995,0.539869,0.003554,0.384516,0.765789,1
0.893987,1,0.978723,0.068632,0.505356,0.003924,0.438115,0.74386,1
0.893987,1,1.0,0.057404,0.465338,0.003324,0.426204,0.787719,1
0.894031,2,0.0,0.05281,0.43856,0.003378,0.423356,0.727193,0
0.894031,2,0.021277,0.056413,0.40717,0.003612,0.41274,0.772807,1
0.894031,2,0.042553,0.058514,0.38188,0.003795,0.473848,0.687719,1
0.894031,2,0.06383,0.059385,0.343648,0.003872,0.467633,0.66886,1
0.894031,2,0.085106,0.056953,0.310622,0.003702,0.441481,0.717544,1
0.894031,2,0.106383,0.051789,0.276555,0.003319,0.412222,0.775439,0
0.894031,2,0.12766,0.049958,0.249926,0.00241,0.386587,0.772368,0
0.894031,2,0.148936,0.05239,0.240107,0.002229,0.374676,0.772368,0
0.894031,2,0.170213,0.037378,0.229991,0.002381,0.354221,0.786842,0
0.894031,2,0.191489,0.040351,0.249479,0.002304,0.358105,0.794298,0
0.894031,2,0.212766,0.046535,0.299464,0.002742,0.355515,0.805702,0
0.894031,2,0.234043,0.046866,0.351384,0.002991,0.392025,0.742544,0
0.894031,2,0.255319,0.06635,0.458048,0.004277,0.454169,0.646053,1
0.894031,2,0.276596,0.064039,0.548497,0.004348,0.525893,0.644737,1
0.894031,2,0.297872,0.048907,0.584201,0.003238,0.576385,0.577632,0
0.894031,2,0.319149,0.070043,0.664386,0.004815,0.668307,0.478947,1
0.894031,2,0.340426,0.086586,0.712734,0.005781,0.721129,0.450877,1
0.894031,2,0.361702,0.110034,0.745314,0.007364,0.737701,0.467544,1
0.894031,2,0.382979,0.137474,0.774472,0.009958,0.753237,0.473684,1
0.894031,2,0.404255,0.115948,0.760042,0.007756,0.74521,0.510965,1
0.894031,2,0.425532,0.07935,0.739512,0.005415,0.732004,0.483772,1
0.894031,2,0.446809,0.081182,0.70961,0.005368,0.728379,0.499123,1
0.894031,2,0.468085,0.076918,0.687891,0.005087,0.722424,0.491228,1
0.894031,2,0.489362,0.076108,0.683428,0.005035,0.707405,0.534649,1
0.894031,2,0.510638,0.077009,0.670187,0.005073,0.698343,0.560526,1
0.894031,2,0.531915,0.074967,0.651592,0.004913,0.688503,0.541667,1
0.894031,2,0.553191,0.075898,0.641625,0.005012,0.711807,0.475439,1
0.894031,2,0.574468,0.075207,0.625409,0.004996,0.714915,0.501316,1
0.894031,2,0.595745,0.075688,0.62169,0.005029,0.709995,0.497368,1
0.894031,2,0.617021,0.076558,0.623029,0.005091,0.710513,0.473246,1
0.894031,2,0.638298,0.077279,0.638054,0.005133,0.702486,0.499123,1
0.894031,2,0.659574,0.088237,0.665873,0.005845,0.710772,0.557456,1
0.894031,2,0.680851,0.084244,0.691758,0.005561,0.7087,0.560088,1
0.894031,2,0.702128,0.09226,0.747397,0.00612,0.736147,0.523246,1
0.894031,2,0.723404,0.115438,0.827432,0.007661,0.784827,0.516667,1
0.894031,2,0.744681,0.147262,0.904641,0.009782,0.838944,0.462719,1
0.894031,2,0.765957,0.145851,0.904641,0.009751,0.8203,0.428947,1
0.894031,2,0.787234,0.119281,0.8795,0.007931,0.772139,0.526754,1
0.894031,2,0.808511,0.088627,0.831747,0.005947,0.714397,0.504825,1
0.894031,2,0.829787,0.084514,0.792919,0.005544,0.676075,0.502632,1
0.894031,2,0.851064,0.07878,0.774323,0.005243,0.637494,0.516667,1
0.894031,2,0.87234,0.074847,0.747099,0.004981,0.613672,0.55,0
0.894031,2,0.893617,0.072355,0.692502,0.004805,0.574573,0.535965,0
0.894031,2,0.914894,0.0526,0.63017,0.003542,0.539099,0.532456,0
0.894031,2,0.93617,0.06581,0.636566,0.004437,0.495598,0.607456,0
0.894031,2,0.957447,0.059265,0.628236,0.003999,0.460642,0.598246,0
0.894031,2,0.978723,0.090789,0.626153,0.006157,0.534179,0.564474,1
0.894031,2,1.0,0.09214,0.605475,0.006172,0.511911,0.588158,1
0.894075,3,0.0,0.073226,0.587325,0.004892,0.497152,0.61886,0
0.894075,3,0.021277,0.063168,0.568581,0.004157,0.475142,0.632895,0
0.894075,3,0.042553,0.07881,0.53853,0.005746,0.545054,0.515351,1
0.894075,3,0.06383,0.084754,0.491669,0.005656,0.530295,0.545175,1
0.894075,3,0.085106,0.076258,0.432907,0.004965,0.503625,0.55307,0
