x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
0.267472,0.247919,0.096812,0.290212,0.384150,0.615377,0.248270,0.865308,0.159700,0.327436,11.159166
0.577687,0.312715,0.763121,0.498266,0.514725,0.498760,0.308540,0.023176,0.945233,0.505444,14.997347
0.352895,0.050540,0.494894,0.882339,0.654260,0.470587,0.536691,0.847172,0.430928,0.882456,12.510605
0.727508,0.763857,0.365937,0.400582,0.570282,0.194655,0.553223,0.073532,0.504256,0.764404,16.505811
0.680399,0.118811,0.975083,0.393904,0.794897,0.339085,0.938949,0.754965,0.199058,0.509123,17.893792
0.500078,0.045303,0.137036,0.333041,0.473744,0.456989,0.606261,0.515506,0.327966,0.613068,10.641691
0.739319,0.299234,0.336373,0.828289,0.532340,0.708740,0.299791,0.815749,0.368358,0.673806,20.489478
0.979898,0.583702,0.796755,0.725324,0.688044,0.026647,0.474590,0.967071,0.782904,0.776162,20.787943
0.583523,0.170512,0.629025,0.619736,0.841167,0.147776,0.680727,0.031571,0.948205,0.109896,13.062015
0.018937,0.313692,0.151431,0.690500,0.410377,0.774972,0.920521,0.872818,0.735837,0.062281,12.014343
0.325050,0.662227,0.525477,0.313753,0.173182,0.912124,0.342327,0.354287,0.771990,0.720925,10.795125
0.643309,0.693313,0.610077,0.192264,0.246519,0.558087,0.224867,0.972911,0.297615,0.289004,13.668510
0.317041,0.348803,0.933700,0.795405,0.273458,0.121874,0.676622,0.379694,0.980161,0.818377,17.994488
0.954609,0.804616,0.290453,0.287630,0.714141,0.346364,0.442376,0.256444,0.479079,0.202068,11.725855
0.696171,0.137273,0.615677,0.586830,0.242458,0.669834,0.531041,0.637945,0.052491,0.413301,9.747475
0.717358,0.100545,0.770766,0.005181,0.550353,0.929100,0.406907,0.935032,0.878400,0.477449,7.321327
0.321168,0.645898,0.907937,0.089461,0.574133,0.535152,0.723118,0.936669,0.913230,0.175065,15.607536
0.882245,0.175789,0.919635,0.997172,0.396995,0.495384,0.936609,0.962131,0.926040,0.876743,21.453686
0.107301,0.982994,0.284562,0.989099,0.543300,0.493912,0.938561,0.851060,0.468021,0.192811,16.864481
0.112647,0.162494,0.458914,0.257265,0.186199,0.736618,0.790768,0.567781,0.757283,0.175495,5.431170
0.826990,0.515281,0.086738,0.669256,0.184781,0.140612,0.323602,0.248047,0.260785,0.235521,19.088694
0.753757,0.954035,0.301946,0.722883,0.011436,0.653683,0.692769,0.062124,0.118225,0.306806,14.814344
0.895118,0.703557,0.310978,0.117416,0.916130,0.295038,0.614625,0.219129,0.133569,0.153186,16.311499
0.747735,0.605739,0.415846,0.549235,0.470828,0.537518,0.664094,0.218412,0.247465,0.754740,18.167815
0.446748,0.703766,0.078103,0.564169,0.061758,0.547649,0.505487,0.572702,0.149852,0.328118,17.562573
0.520342,0.116240,0.205401,0.583148,0.090942,0.510375,0.808692,0.453432,0.513248,0.456798,10.952297
0.806915,0.723280,0.395949,0.816453,0.745804,0.578311,0.045290,0.344529,0.063760,0.994124,22.162318
0.934583,0.069019,0.933776,0.031735,0.408867,0.768972,0.765828,0.978333,0.645881,0.420362,9.118414
0.869620,0.906767,0.375646,0.682730,0.661793,0.539300,0.653534,0.347770,0.178474,0.537258,16.566660
0.528843,0.727858,0.222690,0.003473,0.022735,0.298363,0.673500,0.544445,0.531934,0.823360,11.054412
0.275650,0.937410,0.725024,0.112845,0.809478,0.419241,0.766053,0.883757,0.015646,0.206082,14.365396
0.100897,0.033576,0.597785,0.703286,0.048676,0.740541,0.402265,0.234339,0.217269,0.863730,8.684260
0.289263,0.815786,0.731517,0.318904,0.597918,0.672532,0.320665,0.301764,0.143260,0.660212,14.414600
0.221043,0.300501,0.060958,0.948520,0.879714,0.911578,0.625993,0.427201,0.495621,0.972290,21.203031
0.785805,0.318734,0.416325,0.149218,0.376460,0.754416,0.473519,0.849341,0.300736,0.707577,10.060537
0.805776,0.914741,0.562386,0.967786,0.557287,0.134093,0.242859,0.203337,0.646706,0.922226,20.146844
0.724585,0.190482,0.268462,0.673672,0.602922,0.873620,0.188163,0.761696,0.724305,0.558850,14.663979
0.479394,0.869474,0.332964,0.957020,0.015334,0.937160,0.962078,0.117316,0.999572,0.478921,19.928751
0.204513,0.915126,0.552079,0.775514,0.380662,0.533650,0.359260,0.261562,0.512817,0.497277,16.619793
0.098608,0.981318,0.469490,0.839731,0.914330,0.370705,0.413930,0.562525,0.221274,0.145923,15.822918
0.579143,0.417578,0.152411,0.329865,0.379840,0.833363,0.499301,0.654608,0.684847,0.257327,16.832809
0.821592,0.966508,0.641694,0.490596,0.168234,0.794976,0.169266,0.720314,0.488316,0.916899,10.793042
0.058732,0.033824,0.846697,0.945188,0.668216,0.764339,0.412392,0.842545,0.231433,0.707170,14.884383
0.009141,0.505733,0.373201,0.617835,0.666755,0.616519,0.483204,0.487854,0.006612,0.551644,11.203351
0.274741,0.977479,0.017143,0.813157,0.674033,0.806168,0.909773,0.107016,0.096314,0.148897,23.727084
0.191932,0.526456,0.815214,0.267325,0.396896,0.373052,0.406027,0.565002,0.990233,0.225857,8.984848
0.653736,0.858219,0.759586,0.093501,0.379264,0.552701,0.056115,0.009450,0.171384,0.499858,12.219330
0.433910,0.784376,0.565857,0.857960,0.095362,0.528159,0.042552,0.211417,0.868117,0.887554,17.606334
0.074348,0.925585,0.899312,0.563510,0.032902,0.928766,0.314485,0.961469,0.587036,0.752254,11.181052
0.712711,0.398296,0.076937,0.162450,0.240472,0.834651,0.389157,0.896526,0.331730,0.755609,16.093776
0.724164,0.500793,0.974323,0.053696,0.437088,0.838675,0.340593,0.769006,0.954858,0.396703,18.607093
0.773555,0.029626,0.273327,0.992586,0.490603,0.355811,0.941143,0.431848,0.679695,0.660672,15.317863
0.798055,0.713109,0.082038,0.154221,0.711677,0.633901,0.739655,0.316678,0.106551,0.005195,19.071740
0.308267,0.359917,0.269766,0.132507,0.187392,0.448844,0.554740,0.408044,0.026262,0.353914,7.863454
0.324430,0.385238,0.291847,0.387800,0.084700,0.901136,0.905208,0.978173,0.571960,0.169583,9.739623
0.380732,0.138840,0.301131,0.493124,0.063267,0.434676,0.421102,0.484231,0.076921,0.251700,7.721608
0.593806,0.195548,0.106972,0.304658,0.948823,0.332217,0.620192,0.804076,0.329542,0.334736,15.848022
0.815475,0.859508,0.974225,0.136124,0.320665,0.947279,0.200851,0.314183,0.964575,0.968725,15.138943
0.491007,0.575879,0.242424,0.376055,0.816495,0.392935,0.113888,0.563851,0.592227,0.545629,18.419077
0.681713,0.550099,0.953005,0.461622,0.708367,0.438455,0.291331,0.692835,0.818966,0.795657,20.511524
0.633336,0.242021,0.658663,0.715236,0.789077,0.073965,0.990701,0.479235,0.400805,0.506613,16.868323
0.920392,0.691709,0.543645,0.790721,0.359529,0.895502,0.536906,0.638180,0.084982,0.768954,18.321958
0.647000,0.044297,0.983608,0.677472,0.399618,0.752683,0.965717,0.430456,0.010548,0.258738,13.566445
0.510676,0.518798,0.580518,0.575235,0.445779,0.391134,0.772342,0.588590,0.500466,0.344967,15.970272
0.415975,0.961728,0.116069,0.940676,0.141675,0.311890,0.455333,0.206867,0.482926,0.476163,22.646534
0.438166,0.696763,0.318909,0.300264,0.810186,0.115085,0.849180,0.647970,0.677139,0.164354,16.640294
0.174453,0.160136,0.559849,0.958463,0.231856,0.405047,0.184452,0.640479,0.432134,0.029192,11.616542
0.614107,0.197324,0.592203,0.388836,0.704736,0.205784,0.752325,0.808730,0.062564,0.101752,11.743931
0.325985,0.457550,0.262353,0.862637,0.527715,0.639109,0.596971,0.611308,0.587005,0.347925,16.447185
0.845518,0.617363,0.813738,0.705988,0.297445,0.614485,0.084752,0.133948,0.117862,0.305380,21.119892
0.510825,0.418239,0.137867,0.383710,0.185754,0.635502,0.693433,0.645260,0.999900,0.554913,15.011529
0.489642,0.140297,0.314580,0.451001,0.053611,0.359039,0.009583,0.136535,0.815216,0.963829,6.438889
0.684697,0.415630,0.839892,0.488700,0.082671,0.030861,0.761057,0.292090,0.274853,0.537609,15.367009
0.168209,0.457321,0.742518,0.765920,0.549726,0.113211,0.114207,0.775113,0.823283,0.366862,14.105808
0.718980,0.546353,0.989776,0.102416,0.830071,0.751345,0.297709,0.999313,0.449732,0.348577,19.148811
0.816729,0.439070,0.993958,0.775632,0.236946,0.810703,0.587924,0.350631,0.710754,0.632771,23.126239
0.206620,0.206943,0.059358,0.350815,0.281085,0.538769,0.323654,0.704054,0.289333,0.267343,10.609204
0.858017,0.985488,0.679299,0.095225,0.962772,0.785691,0.918769,0.992486,0.867048,0.126888,11.577755
0.711395,0.828482,0.761474,0.676235,0.489459,0.577426,0.268717,0.414225,0.451992,0.633628,19.620237
0.880125,0.093095,0.515613,0.278226,0.936336,0.369071,0.950254,0.327289,0.002473,0.774135,9.839005
0.458449,0.664144,0.358223,0.063331,0.534424,0.217830,0.429643,0.211851,0.268537,0.828344,10.268642
0.337755,0.577934,0.566142,0.485338,0.343740,0.682552,0.048409,0.099575,0.783890,0.459582,13.817679
0.441286,0.000676,0.958032,0.202318,0.688592,0.131913,0.649997,0.158977,0.932726,0.274019,11.060903
0.654588,0.250389,0.371844,0.903800,0.165525,0.396342,0.305509,0.699441,0.234144,0.655485,15.105324
0.476807,0.132700,0.226191,0.679983,0.009287,0.695597,0.817109,0.988155,0.422314,0.132175,10.275715
0.070828,0.383070,0.730763,0.102427,0.313351,0.880989,0.137129,0.773460,0.753158,0.133146,5.062109
0.530508,0.008475,0.650020,0.440099,0.722432,0.628080,0.151374,0.411710,0.686566,0.859963,8.579893
0.086688,0.100465,0.752446,0.589574,0.384032,0.963249,0.314504,0.139830,0.276968,0.084249,8.085780
0.607593,0.778970,0.690476,0.847892,0.658405,0.301649,0.517749,0.509523,0.747844,0.295542,22.015693
0.054569,0.897913,0.954672,0.494888,0.112744,0.499583,0.593930,0.528287,0.977697,0.986883,11.667236
0.860814,0.568380,0.365412,0.682942,0.762726,0.954453,0.770367,0.016689,0.067533,0.262185,20.785043
0.039827,0.060469,0.789290,0.506611,0.628571,0.501049,0.415432,0.701811,0.082428,0.536565,9.357159
0.309907,0.511305,0.203197,0.808060,0.536390,0.390732,0.634294,0.834526,0.681056,0.066115,16.762255
0.698676,0.729958,0.846468,0.057906,0.086213,0.434484,0.453372,0.608832,0.309290,0.741694,13.376399
0.707901,0.701500,0.163833,0.953016,0.523005,0.782987,0.720766,0.166963,0.126931,0.781124,23.901272
0.268764,0.886415,0.771430,0.029356,0.807108,0.271981,0.063872,0.712323,0.576652,0.077070,11.699805
0.499610,0.566886,0.367688,0.255116,0.102905,0.573912,0.722778,0.228404,0.508825,0.044038,11.447583
0.862928,0.244551,0.471765,0.382979,0.150085,0.931160,0.857485,0.552865,0.913948,0.740666,9.980208
0.416257,0.720288,0.271258,0.077887,0.372808,0.502041,0.901941,0.179344,0.804338,0.981414,12.203910
0.954079,0.068926,0.465094,0.282307,0.844847,0.327301,0.553091,0.007969,0.200671,0.563807,8.659007
0.463927,0.591691,0.493361,0.772613,0.195422,0.900443,0.760482,0.245127,0.006378,0.410036,17.614918
0.232998,0.346424,0.839574,0.877199,0.950990,0.001462,0.657304,0.849006,0.727215,0.103949,17.617127
0.492029,0.059895,0.996959,0.711652,0.093027,0.921274,0.897287,0.519759,0.700847,0.372492,13.308169
0.974555,0.084902,0.095577,0.133514,0.819963,0.074830,0.567821,0.434983,0.964218,0.236772,11.216331
